product_name,original_data_column_1,original_data_column_2,supplier_article_number,ean,article_number,product_description,supplier,supplier_url,product_image_url,manufacturer,original_data_column_3
QuickFix Water Resistant,arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-nachfüll--und-erweiterungsset,Pflaster-Nachfüllpack,8013903,5715205551121,5511,"Pflaster-Nachfüllpack, wasserfeste Pflaster, für das Plum
Quick Fix Pflasterspendersystem Art-Nr. 8014463 und die
QuickFix Uno Pflasterspender, 1 Packung à 45 Stk, (Krt à 8
x 6 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/quickfix-water-resistant-pflaster-nachfuellpack/Koth9YyJAjKkkAuTE7jqhA,https://media.igefa.de/files/images_idealclean/8013903.jpg,Plum,
"Augenspülflaschen (0,9% Natriumchloridlösung)",arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-augenspülung,Plum Augenspülflasche 500ml,2043072,5715205460423,4604,"Augenspüllösung bei Fremdkörpern (steril), gebrauchsfertig,
zum Ausspülen von Fremdkörpern (z. B. Schmutz, Staub,
Metall- und Holzsplitter), in zwei verschiedenen Größen
lieferbar, enhalten sterile Natriumchloridlösung (0,9%),
die dem natürlichen Salzgehalt des Auges entspricht, 500 ml
Flaschengröße für den Einzeleinsatz und für die Nachfüllung
der Plum Augenspülstationen, 200 ml Flaschengröße für den
mobilen Einsatz (z. B. im Auto, Tragen am Körper) und auch
für Erste-Hilfe Kästen, beide Flaschengrößen sind mit einer
ergonomisch geformten Augenschale ausgestattet, Flaschen
gemäß DIN EN15154-4, Haltbarkeit drei Jahre, Spülzeit 500
ml Flasche ca. 5 Minuten, Spülzeit 200 ml Flasche ca. 2
Minuten, 1 Flasche à 500 ml, (Krt à 12 Fla).",igefa Handelsgesellschaft,https://store.igefa.de/p/augenspuelflaschen-0-9-natriumchloridloesung-plum-augenspuelflasche-500ml/ceSNwBXni8ynV6nNV4dQAS,https://media.igefa.de/files/images_idealclean/2043072.jpg,Plum,
Söhngen Füllung Standard DIN 13157,arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-verbandskoffer-und--tasche,steril,1982221,4250108801207,3003018,"Erste Hilfe Koffer sind in Betrieben, Verwaltungen und auf Baustellen vorgeschrieben. Die Anforderungen an ihre Füllung und deren Qualität regeln die DIN 13157 und die jeweils geltenden Unfallverhütungsvorschriften der Berufsgenossenschaften. Im
Betriebsablauf wird der Erste Hilfe Koffer - auch bei kleineren Unfällen - häufig genutzt. Sterilitätsverluste und Verfalldatum müssen unter Kontrolle gehalten werden. Oft ist der Austausch der kompletten Füllung die wirtschaftlichste Lösung.",igefa Handelsgesellschaft,https://store.igefa.de/p/soehngen-fuellung-standard-din-13157-steril/3EjBnNBipGeXEswHPs2dob,https://media.igefa.de/files/images_idealclean/1982221.jpg,Söhngen,die Füllung entspricht den Anforderungen der DIN 13157; erfüllt auch alle Anforderungen der gültigen Unfallverhütungsvorschriften BGV A1 & GUV
QuickFix Detectable,arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-verbandsmaterial,Pflaster-Nachfüllpack,2062101,5715205551329,5513,"Pflaster-Nachfüllpack, optisch auffällige blaue Pflaster
mit integrierter Metallfläche, für Lebensmittelbereich
geeignet, lassen sich mittels Metalldetektor aufspüren,
atmungsaktiv und hautfreundlich, für das Plum QuickFix
Pflasterspendersystem Art.-Nr. 2062100 und die QuickFix Uno
Pflasterspender, 1 Packung à 45 Stk, (Krt à 8 x 6 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/quickfix-detectable-pflaster-nachfuellpack/dpNcrSbrKT6QxGFU6hvQVk,https://media.igefa.de/files/images_idealclean/2062101.jpg,Plum,
QuickFix Elastic,arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-nachfüll--und-erweiterungsset,Pflaster-Nachfüllpack,8012987,5715205551220,5512,"Pflaster-Nachfüllpack, elastische Pflaster, atmungsaktiv
und anschmiegsam, für das Plum Quick Fix
Pflasterspendersystem Art-Nr. 8013131 und die QuickFix Uno
Pflasterspender, 1 Packung à 45 Stk, (Krt à 8 x 6 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/quickfix-elastic-pflaster-nachfuellpack/8dRfdVxKd7RjtCARZuzLKa,https://media.igefa.de/files/images_idealclean/8012987.jpg,Plum,
QuickSafe Box Food,arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-zubehör,Plum QuickSafe Box Food Wandbox Kunststoff steril,2111648,5715205517516,5175,"Wandbox aus schlagfestem Kunststoff mit transparentem
Klappdeckel (steril), für Lebensmittelbetriebe, Küchen und
Kantinen, besteht aus 2 x 500 ml Augenspülflaschen mit
steriler 0,9 % Natriumchloridlösung, 1 x 200 ml
Augenspülflasche pH Neutral bei Verätzungsgefahr durch
Säuren und Alkali, 20 x QuickClean Wundreiniger, 18 x
QuickCool Verbrennungsgel, 1 x QuickStop Wundverbände, 1 x
QuickFix Pflasterrefill mit 30 Stück Fingerverbänden
Detectable Long, 1 x QuickFix Pflasterrefill mit 45 Stk.
detectable Pflastern, inklusive Anwendungshinweisen und
Befestigungsmaterial, Abmessung 92 x 253 x 430 mm, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/quicksafe-box-food-plum-quicksafe-box-food-wandbox-kunststoff-steril/vidotxDVHpMrqYXS7CH9a,https://media.igefa.de/files/images_idealclean/2111648.jpg,Plum,
QuickSafe Box Basic,arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-zubehör,Plum QuickSafe Box Basic Wandbox Kunststoff steril,2126096,5715205517011,5170,"Wandbox aus schlagfestem Kunststoff mit transparentem
Klappdeckel (steril), für Lebensmittelbetriebe, Küchen und
Kantinen, besteht aus 2 x 500 ml Plum Augenspülflaschen mit
steriler 0,9 % Natriumchloridlösung, 1 x 200 ml
Augenspülflasche pH Neutral bei Verätzungsgefahr durch
Säuren und Alkali, 5 x QuickRinse 20 ml Augenspülampullen,
1 x QuickFix Pflasterrefill mit 45 Stk elastischen
Pflastern, inklusive Anwendungshinweisen und
Befestigungsmaterial, Abmessung 92 x 253 x 430 mm, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/quicksafe-box-basic-plum-quicksafe-box-basic-wandbox-kunststoff-steril/q32o8XBTXDLbmS6rS9JHzd,https://media.igefa.de/files/images_idealclean/2126096.jpg,Plum,
Plum QuickSafe Box Complete,arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-zubehör,Plum QuickSafe Box Complete Wandbox aus schlagfestem Kunststoff 1 Stück,2111647,5715205517417,5174,"Wandbox aus schlagfestem Kunststoff mit transparentem
Klappdeckel (steril), für Augenspülung, Wundversorgung,
kleinere Schnittverletzungen und Verbrennungen, besteht aus
2 x 500 ml Augenspülflaschen mit steriler 0,9 %
Natriumchloridlösung, 1 x 200 ml Augenspülflasche pH
Neutral bei Verätzungsgefahr durch Säuren und Alkali, 20 x
QuickClean Wundreiniger, 18 x QuickCool Verbrennungsgel, 1
x QuickStop Wundverbände, 5 x QuickRinse 20 ml
Augenspülampullen, 1 x QuickFix Pflasterrefill mit 45 Stk.
elastischen Pflastern, inklusive Anwendungshinweisen und
Befestigungsmaterial, Abmessung 92 x 253 x 430 mm, 1 Stück.",igefa Handelsgesellschaft,https://store.igefa.de/p/plum-quicksafe-box-complete-plum-quicksafe-box-complete-wandbox-aus-schlagfestem-kunststoff-1-stueck/73MPjRcGjK7gYG4WqWaqLb,https://media.igefa.de/files/images_idealclean/2111647.jpg,Plum,
QuickClean Wundreinigungstuch,arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-zubehör,Plum QuickClean 20Stk (6) Wundreinigungstuch steril,2111644,5715205515123,5151,"Wundreinigungstuch zum Säubern von kleineren Wunden und
Schnittverletzungen (steril), enthält steriles Wasser, für
die Nachfüllung der QuickSafe Box und für den Einzeleinsatz,
1 Packung à 20 Stk, (Krt à 6 Pac).",igefa Handelsgesellschaft,https://store.igefa.de/p/quickclean-wundreinigungstuch-plum-quickclean-20stk-6-wundreinigungstuch-steril/pvnUHjCfJbzTrZCDM47rd6,https://media.igefa.de/files/images_idealclean/2111644.jpg,Plum,
"Augenspülstation 2x0,5l",arbeitssicherheit-/-unfallschutz/arbeitssicherheit-/-unfallschutz/erste-hilfe/erste-hilfe-augenspülung,"Plum Augenspülstation 2x0,5l mit Wandhalter 23x29x8cm (10)",2082679,5715205469419,4694,"offene Wandstation, Lieferung mit 2 x 500 ml Flaschen Plum
Augenspülung, mit integrierter Anleitung und
Befestigungsmaterial, mit einem Spiegel ausgestattet,
ermöglicht eine korrekte und schnelle Spülung an
Arbeitsplätzen, wo eine längere Spülzeit erforderlich ist,
Spülzeit: ca. 10 Minuten, Abmessung 23 x 29 x 8 cm, 1 Stück,
(Krt à 10 Stk).",igefa Handelsgesellschaft,https://store.igefa.de/p/augenspuelstation-2x0-5l-plum-augenspuelstation-2x0-5l-mit-wandhalter-23x29x8cm-10/P2eZTNUVrhqjURXVVF6HdY,https://media.igefa.de/files/images_idealclean/2082679.jpg,Plum,
